Statistic
00:00:00.0090005; 4;4;0,025
00:00:00.0090005; 3,96463201908686;5;0,025
00:00:00.0090005; 3,96463201908686;6;0,025
00:00:00.0150008; 5,74582468778276;202;0,025
00:00:00.0150008; 5,74582468778276;203;0,025
00:00:00.0150008; 5,74600041935569;206;0,025
00:00:00.0150008; 5,74600041935569;207;0,025
00:00:00.0150008; 5,74616045978035;210;0,025
00:00:00.0150008; 5,74616045978035;211;0,025
00:00:00.0150008; 5,74630692091244;214;0,025
00:00:00.0150008; 5,74630692091244;215;0,025
00:00:00.0150008; 5,74644167278255;218;0,025
00:00:00.0150008; 5,74644167278255;219;0,025
00:00:00.0150008; 5,74656636926372;222;0,025
00:00:00.0150008; 5,74656636926372;223;0,025
00:00:00.0150008; 5,74668247142738;226;0,025
00:00:00.0150008; 5,74668247142738;227;0,025
00:00:00.0150008; 5,74679126872173;230;0,025
00:00:00.0150008; 5,74679126872173;231;0,025
00:00:00.0160009; 5,74689389811488;234;0,025
00:00:00.0160009; 5,74689389811488;235;0,025
00:00:00.0160009; 5,74699136134894;238;0,025
00:00:00.0160009; 5,74699136134894;239;0,025
00:00:00.0160009; 5,747084540451;242;0,025
00:00:00.0160009; 5,747084540451;243;0,025
00:00:00.0160009; 5,74717421164393;246;0,025
00:00:00.0160009; 5,74717421164393;247;0,025
00:00:00.0160009; 5,74726105779512;250;0,025
00:00:00.0160009; 5,74726105779512;251;0,025
00:00:00.0160009; 5,7473456795344;254;0,025
00:00:00.0160009; 5,7473456795344;255;0,025
00:00:00.0160009; 5,74742860516527;258;0,025
00:00:00.0160009; 5,74742860516527;259;0,025
00:00:00.0170010; 5,74751029948536;262;0,025
00:00:00.0170010; 5,74751029948536;263;0,025
00:00:00.0170010; 5,74759117162374;266;0,025
00:00:00.0170010; 5,74759117162374;267;0,025
00:00:00.0170010; 5,74767158199457;270;0,025
00:00:00.0170010; 5,74767158199457;271;0,025
00:00:00.0170010; 5,74775184845821;274;0,025
00:00:00.0170010; 5,74775184845821;275;0,025
00:00:00.0170010; 5,74783225177331;278;0,025
00:00:00.0170010; 5,74783225177331;279;0,025
00:00:00.0170010; 5,74791304041567;282;0,025
00:00:00.0170010; 5,74791304041567;283;0,025
00:00:00.0170010; 5,74799443483281;286;0,025
00:00:00.0170010; 5,74799443483281;287;0,025
00:00:00.0170010; 5,74807663119636;290;0,025
00:00:00.0170010; 5,74807663119636;291;0,025
00:00:00.0170010; 5,74815980470862;294;0,025
00:00:00.0170010; 5,74815980470862;295;0,025
00:00:00.0170010; 5,74824411251346;298;0,025
00:00:00.0170010; 5,74824411251346;299;0,025
00:00:00.0180010; 5,74832969625719;302;0,025
00:00:00.0180010; 5,74832969625719;303;0,025
00:00:00.0180010; 5,74841668433967;306;0,025
00:00:00.0180010; 5,74841668433967;307;0,025
00:00:00.0180010; 5,74850519389208;310;0,025
00:00:00.0180010; 5,74850519389208;311;0,025
00:00:00.0180010; 5,74859533251366;314;0,025
00:00:00.0180010; 5,74859533251366;315;0,025
00:00:00.0180010; 5,74868719979628;318;0,025
00:00:00.0180010; 5,74868719979628;319;0,025
00:00:00.0180010; 5,74878088866236;322;0,025
00:00:00.0180010; 5,74878088866236;323;0,025
00:00:00.0180010; 5,74887648653907;326;0,025
00:00:00.0180010; 5,74887648653907;327;0,025
00:00:00.0180010; 5,74897407638899;330;0,025
00:00:00.0180010; 5,74897407638899;331;0,025
00:00:00.0180010; 5,74907373761512;334;0,025
00:00:00.0180010; 5,74907373761512;335;0,025
00:00:00.0180010; 5,74917554685609;338;0,025
00:00:00.0180010; 5,74917554685609;339;0,025
00:00:00.0190011; 5,74927957868574;342;0,025
00:00:00.0190011; 5,74927957868574;343;0,025
00:00:00.0190011; 5,74938590622937;346;0,025
00:00:00.0190011; 5,74938590622937;347;0,025
00:00:00.0190011; 5,74949460170764;350;0,025
00:00:00.0190011; 5,74949460170764;351;0,025
00:00:00.0190011; 5,74960573691787;354;0,025
00:00:00.0190011; 5,74960573691787;355;0,025
00:00:00.0190011; 5,74971938366124;358;0,025
00:00:00.0190011; 5,74971938366124;359;0,025
00:00:00.0190011; 5,74983561412339;362;0,025
00:00:00.0190011; 5,74983561412339;363;0,025
00:00:00.0190011; 5,7499545012151;366;0,025
00:00:00.0190011; 5,7499545012151;367;0,025
00:00:00.0190011; 5,75007611887896;370;0,025
00:00:00.0190011; 5,75007611887896;371;0,025
00:00:00.0190011; 5,75020054236703;374;0,025
00:00:00.0190011; 5,75020054236703;375;0,025
00:00:00.0190011; 5,75032784849422;378;0,025
00:00:00.0190011; 5,75032784849422;379;0,025
00:00:00.0200011; 5,75045811587129;382;0,025
00:00:00.0200011; 5,75045811587129;383;0,025
00:00:00.0200011; 5,750591425121;386;0,025
00:00:00.0200011; 5,750591425121;387;0,025
00:00:00.0200011; 5,75072785908067;390;0,025
